City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,ketchikan,55.3422,-131.6461,282.41,93,100,0.0,US,1699125558
370,vilyuysk,63.7553,121.6247,247.3,99,41,2.17,RU,1699125558
371,osmancik,40.9782,34.8047,290.27,58,7,0.94,TR,1699125558
372,hermosillo,29.0667,-110.9667,308.1,23,0,2.57,MX,1699125313
373,lorengau,-2.0226,147.2712,299.52,82,90,1.38,PG,1699125559
374,pallasovka,50.05,46.8833,278.23,72,4,3.79,RU,1699125559
375,guapiles,10.2159,-83.7866,303.06,89,100,1.16,CR,1699125560
376,queenstown,-31.8976,26.8753,287.76,89,100,3.49,ZA,1699125315
377,letlhakane,-21.4167,25.5833,297.2,47,99,4.39,BW,1699125560
378,margate,51.3813,1.3862,283.09,88,100,2.68,GB,1699125560
379,novo cruzeiro,-17.4681,-41.8753,303.03,50,100,0.88,BR,1699125560
380,coihueco,-36.6167,-71.8333,295.56,46,0,3.09,CL,1699125561
381,balkanabat,39.5108,54.3671,292.93,38,100,2.12,TM,1699125561
382,la passe,45.5549,-0.8967,289.28,74,100,18.01,FR,1699125561
383,saint-laurent-du-maroni,5.5039,-54.0289,305.71,52,49,3.85,GF,1699125561
384,opuwo,-18.0607,13.84,298.02,25,91,6.1,NA,1699125562
385,wanxian,30.8039,108.3897,290.9,98,100,0.93,CN,1699125562
386,bandarbeyla,9.4942,50.8122,299.92,83,100,6.82,SO,1699125562
387,kapuskasing,49.4169,-82.4331,272.2,64,75,6.17,CA,1699125562
388,san juan de miraflores,-12.1629,-76.9635,293.44,73,80,4.79,PE,1699125562
389,westport,41.1415,-73.3579,288.97,57,75,3.09,US,1699125354
390,azul,-36.777,-59.8585,294.97,34,0,1.17,AR,1699125563
391,goure,13.9835,10.2704,302.44,18,8,3.73,NE,1699125563
392,benjamin constant,-4.3831,-70.0311,306.22,70,75,2.06,BR,1699125563
393,makokou,0.5738,12.8642,295.38,90,100,0.14,GA,1699125564
394,conception bay south,47.4999,-52.9981,285.23,80,95,11.01,CA,1699125564
395,veraval,20.9,70.3667,300.52,60,40,2.03,IN,1699125564
396,egilsstadir,65.2653,-14.3948,276.1,93,100,10.8,IS,1699125564
397,kuchera,26.9839,73.9719,297.46,26,14,3.76,IN,1699125564
398,baganga,7.5739,126.56,298.73,88,100,1.81,PH,1699125564
399,tiptur,13.2586,76.4783,293.23,96,100,4.53,IN,1699125565
400,vitebsk,55.1905,30.2033,282.18,98,100,3.1,BY,1699125565
401,la esperanza,14.8667,-91.5667,290.55,86,100,5.14,GT,1699125565
402,loreto,22.2667,-101.9667,296.94,22,6,5.79,MX,1699125565
403,machico,32.7,-16.7667,295.44,80,20,2.57,PT,1699125565
404,fort bragg,35.139,-79.006,297.49,37,0,1.54,US,1699125566
405,sao felix do xingu,-6.6447,-51.995,304.75,52,98,0.39,BR,1699125566
406,manokwari,-0.8667,134.0833,298.81,83,98,1.19,ID,1699125566
407,happy valley-goose bay,53.3168,-60.3315,276.32,48,40,8.23,CA,1699125566
408,pereira barreto,-20.6383,-51.1092,301.08,26,5,5.05,BR,1699125566
409,new norfolk,-42.7826,147.0587,282.87,89,90,1.01,AU,1699125567
410,zongolica,18.6667,-96.9833,295.79,66,69,2.88,MX,1699125567
411,prince rupert,54.3161,-130.3201,285.2,79,100,12.35,CA,1699125567
412,kayangel,8.0823,134.7173,301.61,76,66,3.21,PW,1699125568
413,coquimbo,-29.9533,-71.3436,291.0,59,20,5.66,CL,1699125568
414,yung shue wan,22.2333,114.1167,298.53,87,11,3.84,HK,1699125568
415,vanimo,-2.6741,141.3028,298.1,88,100,1.13,PG,1699125568
416,laguna,38.421,-121.4238,298.88,39,0,3.6,US,1699125569
417,al qadarif,14.0349,35.3834,302.68,44,88,2.32,SD,1699125569
418,reggane,26.7158,0.1714,302.86,11,0,2.44,DZ,1699125569
419,iisalmi,63.5592,27.1907,274.8,96,100,5.33,FI,1699125569
420,jogeva,58.7467,26.3939,281.42,83,92,5.59,EE,1699125569
421,olinda,-8.0089,-34.8553,301.0,74,40,5.14,BR,1699125276
422,rio grande,-32.035,-52.0986,295.21,61,89,8.43,BR,1699125570
423,guerrero negro,27.9769,-114.0611,298.65,48,0,3.97,MX,1699125337
424,kinkala,-4.3614,14.7644,296.23,91,77,1.34,CG,1699125570
425,yuzhno-kurilsk,44.0306,145.8556,281.69,81,98,3.12,RU,1699125570
426,ressano garcia,-25.442,31.9913,295.01,69,100,3.6,MZ,1699125570
427,tanout,14.9709,8.8879,302.4,15,45,4.35,NE,1699125571
428,kratie,12.4881,106.0188,296.98,93,99,0.79,KH,1699125571
429,kristiansund,63.1115,7.732,280.51,61,75,2.06,NO,1699125571
430,revda,56.801,59.9303,267.7,94,26,1.55,RU,1699125571
431,saint-francois,46.4154,3.9054,284.84,73,0,5.66,FR,1699125571
432,saint-joseph,-21.3667,55.6167,296.19,90,96,3.67,RE,1699125571
433,domna,51.8971,113.1573,253.24,71,0,2.0,RU,1699125572
434,lagoa santa,-19.6272,-43.8897,304.18,54,75,3.09,BR,1699125572
435,bijie,27.3125,105.2942,286.27,94,42,2.25,CN,1699125572
436,visby,57.6409,18.296,280.83,93,75,8.23,SE,1699125573
437,maneromango,-7.1988,38.7848,294.79,96,86,1.85,TZ,1699125573
438,marvejols,44.5538,3.2914,280.51,98,100,0.45,FR,1699125573
439,hovd,48.0056,91.6419,270.37,38,64,0.8,MN,1699125573
440,ta'if,21.2703,40.4158,292.71,56,0,0.95,SA,1699125573
441,kampene,-3.6,26.6667,293.75,98,100,1.2,CD,1699125573
442,kone,-21.0595,164.8658,292.89,85,100,2.0,NC,1699125574
443,toliara,-23.35,43.6667,299.54,55,82,6.96,MG,1699125574
444,port saint john's,-31.6229,29.5448,292.42,90,95,2.33,ZA,1699125574
445,gisborne,-38.6533,178.0042,287.35,73,100,1.91,NZ,1699125574
446,save,8.0425,2.486,302.69,58,100,2.58,BJ,1699125575
447,green river,41.5286,-109.4662,287.37,46,24,1.34,US,1699125575
448,talara,-4.5772,-81.2719,299.57,61,0,7.2,PE,1699125575
449,las margaritas,16.3167,-91.9833,289.92,96,100,1.96,MX,1699125575
450,phang nga,8.4509,98.5298,298.17,92,87,1.09,TH,1699125576
451,gereida,11.2811,25.1414,303.53,25,100,2.27,SD,1699125576
452,malindi,-3.2175,40.1191,299.3,85,91,6.15,KE,1699125576
453,kamyzyak,46.11,48.0736,283.16,87,0,3.0,RU,1699125576
454,fort saskatchewan,53.7168,-113.2187,280.51,70,100,2.57,CA,1699125576
455,fada,9.5667,8.3,296.88,72,98,0.65,NG,1699125577
456,soeng sang,14.4264,102.4606,296.72,91,100,1.59,TH,1699125577
457,tocopilla,-22.092,-70.1979,293.22,66,21,4.05,CL,1699125577
458,biryusinsk,55.9634,97.8235,264.8,82,100,2.38,RU,1699125577
459,weihai,37.5017,122.1136,289.09,63,70,5.87,CN,1699125577
460,gizo,-8.103,156.8419,300.31,79,100,2.43,SB,1699125578
461,north bend,43.4065,-124.2243,290.85,94,100,6.17,US,1699125578
462,boa vista,2.8197,-60.6733,308.14,41,40,4.12,BR,1699125433
463,luis moya,22.4324,-102.2486,296.64,23,11,5.48,MX,1699125578
464,san juan,-31.5375,-68.5364,302.83,12,0,7.1,AR,1699125419
465,ironwood,46.4547,-90.171,278.34,52,100,5.14,US,1699125579
466,nepomuceno,-21.2358,-45.2358,299.53,59,100,6.35,BR,1699125579
467,sao gabriel da cachoeira,-0.1303,-67.0892,302.58,71,94,1.57,BR,1699125579
468,krasnovishersk,60.4078,57.082,268.55,98,100,1.18,RU,1699125580
469,west bay,19.3667,-81.4167,305.19,78,20,6.17,KY,1699125580
470,ust'-kut,56.7938,105.7672,258.95,75,57,1.79,RU,1699125580
471,songjianghe,42.1859,127.479,276.74,84,100,2.06,CN,1699125580
472,gampola,7.1643,80.5696,294.87,98,100,0.48,LK,1699125581
473,pamekasan,-7.1568,113.4746,300.81,76,100,3.74,ID,1699125581
474,walvis bay,-22.9575,14.5053,290.42,75,0,5.77,NA,1699125581
475,'ain el bell,34.3438,3.2247,289.92,41,5,2.96,DZ,1699125581
476,xilin hot,43.9667,116.0333,278.84,44,100,3.36,CN,1699125581
477,ghormach,35.7306,63.7826,290.93,36,47,1.02,AF,1699125480
478,badr hunayn,23.7829,38.7905,303.74,56,0,1.4,SA,1699125582
479,yaren,-0.5472,166.916,301.24,77,100,2.68,NR,1699125582
480,aden,12.7794,45.0367,300.67,73,28,5.41,YE,1699125582
481,paradip garh,20.3167,86.6167,299.0,79,100,0.52,IN,1699125582
482,yurty,56.0498,97.6348,265.07,80,100,2.41,RU,1699125583
483,bothaville,-27.3887,26.617,290.45,63,100,2.61,ZA,1699125583
484,la ronge,55.1001,-105.2842,269.29,86,100,5.14,CA,1699125583
485,norfolk,42.1668,-71.2495,289.9,47,100,2.03,US,1699125372
486,rumbek,6.802,29.6912,296.2,88,62,1.92,SS,1699125583
487,quellon,-43.1167,-73.6167,283.26,97,100,3.16,CL,1699125408
488,leoben,47.3461,15.1257,276.4,87,100,1.59,AT,1699125583
489,alakurtti,66.9672,30.3491,270.03,91,100,7.06,RU,1699125584
490,alzamay,55.5562,98.6644,264.03,88,100,2.11,RU,1699125584
491,zhanaozen,43.3,52.8,289.13,38,97,3.01,KZ,1699125584
492,sturgeon bay,44.8342,-87.377,281.14,57,0,2.57,US,1699125495
493,gasa,31.5,34.4667,297.22,68,0,4.3,PS,1699125584
494,at taj,24.2049,23.2857,296.58,22,0,3.25,LY,1699125584
495,zemio,5.0314,25.1361,293.63,98,100,0.74,CF,1699125584
496,fedorovskiy,45.0972,40.9517,287.26,78,69,5.05,RU,1699125584
497,tamanrasset,22.785,5.5228,296.1,13,0,2.06,DZ,1699125585
498,yulinshi,38.2906,109.7494,281.16,77,100,2.65,CN,1699125585
499,illapel,-31.6308,-71.1653,294.64,48,0,4.61,CL,1699125585
500,page,36.9147,-111.4558,289.03,18,0,2.57,US,1699125419
501,asasa,7.1,39.2,286.61,95,100,1.04,ET,1699125585
502,palembang,-2.9167,104.7458,297.2,94,40,1.54,ID,1699125585
503,george town,5.4112,100.3354,300.11,87,20,1.54,MY,1699125395
504,aguas vermelhas,-15.7472,-41.46,303.35,44,100,1.16,BR,1699125586
505,mil'kovo,55.6078,37.7956,278.48,90,100,5.92,RU,1699125586
506,cape coast,5.1053,-1.2466,299.78,88,49,5.44,GH,1699125586
507,tamiahua,21.2667,-97.45,299.38,66,99,3.01,MX,1699125586
508,marshfield,44.6689,-90.1718,281.17,53,0,0.0,US,1699125379
509,togur,58.3631,82.8265,271.01,95,100,6.26,RU,1699125586
510,kikwit,-5.041,18.8162,295.96,93,10,0.83,CD,1699125587
511,cadale,2.7603,46.3222,300.96,75,100,3.2,SO,1699125587
512,greymouth,-42.4667,171.2,283.25,89,97,2.24,NZ,1699125587
513,vilcun,-38.65,-72.2333,287.56,38,84,3.17,CL,1699125587
514,jeddah,21.5169,39.2192,303.07,58,0,1.54,SA,1699125397
515,bikenibeu village,1.3673,173.1241,301.13,78,75,0.51,KI,1699125587
516,hadithah,34.1397,42.3781,295.26,51,0,2.48,IQ,1699125587
517,nadi,-17.8,177.4167,299.15,78,20,3.09,FJ,1699125518
518,tammela,60.8104,23.7682,280.48,90,100,8.7,FI,1699125588
519,tarawa,1.419,172.984,301.2,78,75,0.51,KI,1699125588
